Unnamed: 0,term,tag,value,pstv,neut,ngtv,dunno,distortion
15596,переместиться,NEUT,0.1,0.2222,0.6667,0.0,0.1111,0.0
15597,переметнуться,NGTV,-0.4685,0.08,0.45,0.41,0.06,0.0956
15598,перемешать,NEUT,0.0,0.0769,0.8462,0.0,0.0769,0.0
15599,перемешаться,NEUT,0.0,0.1386,0.6436,0.099,0.1188,0.1697
15600,перемешивание,NEUT,0.0,0.1818,0.7576,0.0606,0.0,0.0808
15601,перемешивать,NEUT,0.1216,0.2255,0.6373,0.0784,0.0588,0.1057
15602,перемешиваться,NEUT,0.0,0.1224,0.6939,0.0612,0.1224,0.0918
15603,перемещать,NEUT,0.2,0.2745,0.6275,0.0294,0.0686,0.0326
15604,перемещаться,NEUT,0.0806,0.24,0.76,0.0,0.0,0.0
15605,перемещение,NEUT,0.2373,0.2816,0.5825,0.0485,0.0874,0.0569
15606,переминаться,NEUT,-0.2423,0.1068,0.4757,0.233,0.1845,0.1557
15607,перемирие,PSTV,1.0,0.76,0.16,0.04,0.04,0.0421
15608,перемножать,NEUT,0.1,0.2059,0.6176,0.0,0.1765,0.0
15609,перемножить,NEUT,0.2815,0.31,0.57,0.06,0.06,0.0716
15610,перемолоть,NEUT,0.0278,0.1624,0.5983,0.1368,0.1026,0.2519
15611,перемотать,NEUT,0.0,0.1481,0.7037,0.037000000000000005,0.1111,0.0463
15612,перемудрить,NGTV,-0.9231,0.04,0.2,0.64,0.12,0.0425
15613,перемывать,NEUT,-0.1373,0.1481,0.4444,0.213,0.1944,0.2512
15614,перемыть,NEUT,0.1,0.2308,0.6923,0.0385,0.0385,0.0449
15615,перемёрзнуть,NGTV,-1.0,0.08,0.12,0.72,0.08,0.0889
15616,перенаправление,NEUT,0.0,0.0769,0.7308,0.0385,0.1538,0.0577
15617,перенапрягать,NGTV,-0.9444,0.0862,0.1724,0.5862,0.1552,0.0989
15618,перенапрягаться,NGTV,-0.8538,0.124,0.2314,0.6116,0.0331,0.1491
15619,перенапруження,NGTV,-1.0,0.0385,0.1154,0.8462,0.0,0.0402
15620,перенапрячь,NGTV,-0.6667,0.1188,0.297,0.4752,0.1089,0.1485
15621,перенапрячься,NGTV,-1.0,0.0882,0.1471,0.6765,0.0882,0.0997
15622,перенаселення,NGTV,-0.9643,0.0,0.2,0.72,0.08,0.0
15623,перенаселённость,NGTV,-0.9,0.0385,0.2308,0.6923,0.0385,0.0406
15624,перенастройка,NEUT,0.2788,0.2673,0.495,0.0495,0.1881,0.0587
15625,перенасыщение,NEUT,-0.3234,0.24,0.24,0.43,0.09,0.374
15626,перенасыщенность,NGTV,-0.6239,0.1038,0.3113,0.4434,0.1415,0.1281
15627,перенервничать,NGTV,-1.0,0.04,0.08,0.84,0.04,0.0419
15628,перенесение,NEUT,0.0,0.1333,0.6333,0.0667,0.1667,0.1
15629,перенести,NEUT,0.0172,0.2,0.76,0.0,0.04,0.0
15630,перенестись,NEUT,0.1,0.225,0.675,0.05,0.05,0.0611
15631,перенимать,NEUT,0.2182,0.2772,0.4356,0.1584,0.1287,0.2489
15632,перенос,NEUT,0.0,0.1485,0.6139,0.0891,0.1485,0.1426
15633,переносимость,NEUT,0.3108,0.28300000000000003,0.4811,0.0755,0.1604,0.0956
15634,переносить,NEUT,0.0,0.12,0.8,0.04,0.04,0.0533
15635,переноситься,NEUT,0.0217,0.16,0.6,0.04,0.2,0.05
15636,перенісся,NEUT,0.0,0.08,0.76,0.04,0.12,0.06
15637,переноска,NEUT,0.0,0.1538,0.6538,0.0,0.1923,0.0
15638,переносный,NEUT,0.0556,0.1786,0.6071,0.0714,0.1429,0.1
15639,переносчик,NEUT,-0.1624,0.1333,0.5048,0.2095,0.1524,0.2182
15640,переночевать,NEUT,0.2559,0.3019,0.5943,0.0566,0.0472,0.0672
15641,перенять,NEUT,0.0455,0.1667,0.5833,0.0625,0.1875,0.0859
15642,переобладнання,NEUT,0.4189,0.34,0.43,0.07,0.16,0.0844
15643,переоборудовать,NEUT,0.4844,0.4118,0.4314,0.049,0.1078,0.0549
15644,переобуваться,NEUT,0.0275,0.16,0.59,0.1,0.15,0.1625
15645,переобуться,NEUT,0.0,0.0645,0.6774,0.1613,0.0968,0.0903
15646,переобучение,NEUT,0.4818,0.3879,0.3966,0.1034,0.1121,0.131
15647,переодягання,NEUT,0.0,0.1429,0.75,0.0,0.1071,0.0
15648,переодевать,NEUT,0.0,0.1923,0.7692,0.0385,0.0,0.0462
15649,переодягатися,NEUT,0.0,0.1154,0.8462,0.0385,0.0,0.0513
15650,переодеть,NEUT,0.0,0.1538,0.8077,0.0,0.0385,0.0
15651,переодягнутися,NEUT,0.229,0.26,0.55,0.1,0.09,0.1385
15652,переорать,NGTV,-0.8143,0.098,0.2353,0.5588,0.1078,0.1152
15653,переосмислення,PSTV,0.636,0.53,0.36,0.03,0.08,0.0317
15654,переосмислювати,NEUT,0.4778,0.4272,0.4563,0.0388,0.0777,0.0424
15655,переосмислити,PSTV,0.5667,0.505,0.4158,0.0099,0.0693,0.0101
15656,переоформить,NEUT,0.0357,0.1786,0.6429,0.0714,0.1071,0.1
15657,переоформляти,NEUT,0.0,0.08,0.84,0.0,0.08,0.0
15658,переохладить,NGTV,-0.9,0.0,0.2308,0.6923,0.0769,0.0
15659,переохладиться,NGTV,-1.0,0.08,0.16,0.64,0.12,0.09
15660,переохлаждать,NGTV,-0.9,0.037000000000000005,0.2222,0.6667,0.0741,0.0391
15661,переохолоджуватися,NGTV,-1.0,0.0385,0.0769,0.8077,0.0769,0.0403
15662,переохолодження,NGTV,-1.0,0.0882,0.1471,0.7353,0.0294,0.0988
15663,переоцінювання,NGTV,-0.5254,0.17,0.3,0.48,0.05,0.2302
15664,переоцінювати,NGTV,-0.7991,0.1,0.25,0.57,0.08,0.1175
15665,переоценить,NGTV,-0.7642,0.12,0.26,0.54,0.08,0.1467
15666,переоцінка,NEUT,-0.0772,0.2574,0.3069,0.3069,0.1287,0.4733
15667,перепад,NEUT,0.0,0.0,0.6154,0.0769,0.3077,0.0
15668,перепоювати,NGTV,-0.3611,0.0673,0.4423,0.2981,0.1923,0.0825
15669,перепалка,NGTV,-1.0,0.0,0.1154,0.6923,0.1923,0.0
15670,перепасти,NEUT,0.4394,0.31,0.37,0.09,0.23,0.1161
15671,перепахать,NEUT,0.3365,0.29,0.46,0.11,0.14,0.1517
15672,перебруднити,NGTV,-1.0,0.04,0.04,0.88,0.04,0.0418
15673,забруднитися,NGTV,-0.8889,0.05,0.22,0.64,0.09,0.0539
15674,перепаять,NEUT,0.0455,0.1818,0.6364,0.0,0.1818,0.0
15675,перепелиный,NEUT,0.0581,0.2162,0.7297,0.027000000000000003,0.027000000000000003,0.0304
15676,перепеть,NEUT,0.387,0.3366,0.4653,0.0693,0.1287,0.0836
15677,перепечатать,NEUT,0.1,0.24,0.72,0.04,0.0,0.0467
15678,передруковувати,NEUT,0.0,0.12,0.8,0.04,0.04,0.0533
15679,перепилювати,NEUT,-0.0468,0.1373,0.5,0.1569,0.2059,0.2574
15680,переписати,NEUT,0.16,0.22,0.56,0.13,0.09,0.2068
15681,листування,NEUT,0.2955,0.3333,0.5905,0.019,0.0571,0.0201
15682,переписування,NEUT,0.1327,0.23,0.55,0.16,0.06,0.2713
15683,переписувати,NEUT,-0.1546,0.1485,0.5446,0.2277,0.0792,0.2454
15684,листуватися,NEUT,0.5301,0.47,0.43,0.01,0.09,0.0102
15685,перепить,NGTV,-0.9828,0.0857,0.1429,0.5429,0.2286,0.0992
15686,переплавить,NEUT,0.1389,0.2277,0.6139,0.0594,0.099,0.0749
15687,переплавлять,NEUT,0.0,0.16,0.64,0.04,0.16,0.05
15688,перепланировать,NEUT,0.0556,0.1923,0.6538,0.0,0.1538,0.0
15689,переплата,NGTV,-0.5561,0.16,0.28,0.47,0.09,0.2145
15690,переплатить,NGTV,-1.0,0.08,0.16,0.76,0.0,0.0884
15691,переплачувати,NGTV,-0.8551,0.1188,0.2277,0.604,0.0495,0.1422
15692,переплести,NEUT,0.1,0.2222,0.6667,0.0741,0.037000000000000005,0.0988
15693,переплестись,NEUT,0.0,0.16,0.76,0.0,0.08,0.0
15694,переплітати,NEUT,0.0,0.1556,0.7333,0.0667,0.0444,0.0952
15695,переплетаться,NEUT,0.0556,0.2,0.68,0.04,0.08,0.048
15696,переплетення,NEUT,0.1,0.2222,0.6667,0.037000000000000005,0.0741,0.0432
15697,перепливати,NEUT,0.1,0.24,0.72,0.0,0.04,0.0
15698,переплисти,NEUT,0.314,0.3302,0.5566,0.0377,0.0755,0.042
15699,переплюнути,NEUT,0.3243,0.3654,0.375,0.1635,0.0962,0.2366
15700,палітурка,NEUT,-0.0556,0.069,0.5862,0.1724,0.1724,0.0966
15701,переповзати,NEUT,0.1,0.2059,0.6176,0.0294,0.1471,0.0336
15702,переповзти,NEUT,0.0,0.1154,0.6923,0.0385,0.1538,0.0513
15703,переповнення,NEUT,-0.2712,0.1553,0.4272,0.3107,0.1068,0.233
15704,переповненість,NEUT,-0.1327,0.1538,0.5288,0.2212,0.0962,0.2609
15705,переповнений,NEUT,-0.2264,0.14,0.52,0.26,0.08,0.2154
15706,переповнити,NEUT,0.1435,0.2524,0.4563,0.1748,0.1165,0.2957
15707,переповниться,NEUT,0.0,0.213,0.4815,0.213,0.0926,0.4259
15708,переповнювати,NEUT,0.1903,0.2549,0.598,0.1176,0.0294,0.1719
15709,переполняться,NEUT,0.1346,0.2255,0.5098,0.1569,0.1078,0.266
15710,переполох,NGTV,-0.8363,0.0826,0.2294,0.578,0.1101,0.0944
15711,перетинка,NEUT,0.0,0.1724,0.6897,0.069,0.069,0.0966
15712,перепсував,NGTV,-1.0,0.0935,0.0748,0.8037,0.028,0.1043
15713,переправа,NEUT,0.2636,0.28,0.54,0.05,0.13,0.0589
15714,переправити,NEUT,0.0833,0.1842,0.5789,0.0526,0.1842,0.0677
15715,переправиться,NEUT,0.0625,0.2143,0.7143,0.0357,0.0357,0.0417
15716,переправляти,NEUT,0.1944,0.2475,0.5743,0.0495,0.1287,0.0594
15717,переправлятися,NEUT,0.0556,0.1786,0.6071,0.0714,0.1429,0.1
15718,перепробовать,NEUT,0.3108,0.3,0.51,0.06,0.13,0.07200000000000001
15719,перевірити ще раз,NEUT,0.4833,0.4,0.39,0.11,0.1,0.1403
15720,повторний огляд,NEUT,0.1,0.2,0.6,0.04,0.16,0.048
15721,перевіряти,NEUT,0.5,0.44,0.44,0.06,0.06,0.0682
15722,перепрограммирование,NEUT,0.1,0.2045,0.6136,0.0682,0.1136,0.0909
15723,перепродаж,NEUT,-0.0186,0.1712,0.5315,0.1802,0.1171,0.3338
15724,перепродати,NEUT,-0.0199,0.1782,0.5248,0.1881,0.1089,0.3471
15725,перевиробництво,NEUT,0.1778,0.2571,0.4667,0.1619,0.1143,0.2638
15726,перестрибування,NEUT,0.1,0.2258,0.6774,0.0645,0.0323,0.0829
15727,перестрибувати,NEUT,0.1635,0.2277,0.5743,0.0396,0.1584,0.0465
15728,перестрибнути,NEUT,0.0,0.1667,0.6667,0.0667,0.1,0.0933
15729,переховати,NEUT,0.0,0.1154,0.8077,0.0385,0.0385,0.0513
15730,переховувати,NEUT,-0.1843,0.1376,0.5229,0.2294,0.1101,0.2202
15731,переляк,NGTV,-0.8534,0.05,0.25,0.66,0.04,0.0538
15732,пропагують,NGTV,-1.0,0.0385,0.1538,0.7308,0.0769,0.0405
15733,перелякався,NGTV,-1.0,0.08,0.08,0.72,0.12,0.0889
15734,переплутати,NGTV,-0.7632,0.04,0.28,0.58,0.1,0.0428
15735,переплутатися,NGTV,-0.4194,0.0583,0.466,0.3689,0.1068,0.0675
15736,плутати,NGTV,-0.5672,0.0784,0.3627,0.4412,0.1176,0.0924
15737,переплутується,NGTV,-0.54,0.07,0.4,0.45,0.08,0.0809
15738,переробляти,NEUT,0.4756,0.4,0.43,0.1,0.07,0.125
15739,перероблятися,NEUT,0.3213,0.3627,0.3529,0.1667,0.1176,0.2432
15740,переробити,NEUT,0.1057,0.301,0.4369,0.233,0.0291,0.4134
15741,переробка,PSTV,0.6429,0.5,0.3333,0.0784,0.0882,0.0907
15742,перерозподіл,NEUT,0.0882,0.1724,0.5345,0.069,0.2241,0.0966
15743,перерозподіляти,NEUT,0.1061,0.2,0.59,0.09,0.12,0.1305
15744,перерости,NEUT,0.5079,0.4057,0.3962,0.0566,0.1415,0.0645
15745,перервать,NGTV,-0.5847,0.0288,0.3462,0.4423,0.1827,0.0307
15746,перерізання,NGTV,-0.5089,0.09,0.37,0.38,0.16,0.1113
15747,перерізати,NEUT,-0.1,0.0,0.6667,0.2222,0.1111,0.0
15748,перемалювати,NEUT,0.0727,0.2,0.6476,0.1143,0.0381,0.1796
15749,перемальовувати,NEUT,0.2143,0.25,0.55,0.1,0.1,0.14
15750,переродитися,NEUT,0.5172,0.4,0.38,0.07,0.15,0.0822
15751,перероджуватися,NEUT,0.5083,0.4059,0.396,0.0594,0.1386,0.0681
15752,перерубить,NEUT,-0.2115,0.1386,0.5149,0.2475,0.099,0.2162
15753,пересварилися,NGTV,-1.0,0.0357,0.1071,0.7143,0.1429,0.0375
15754,пересваритися,NGTV,-1.0,0.08,0.04,0.84,0.04,0.0876
15755,перерывать,NGTV,-0.5,0.09,0.39,0.39,0.13,0.1108
15756,перерити,NEUT,0.0,0.0,0.76,0.08,0.16,0.0
15757,пересадить,NEUT,0.0,0.08,0.88,0.0,0.04,0.0
15758,пересадка,NEUT,0.0172,0.1923,0.7308,0.0385,0.0385,0.0462
15759,пересадочний,NEUT,0.0,0.1556,0.7111,0.0667,0.0667,0.0952
15760,пересажать,NEUT,-0.2617,0.1386,0.4554,0.2772,0.1287,0.2079
15761,пересаживание,NEUT,0.0,0.1923,0.7692,0.0385,0.0,0.0462
15762,пересаджувати,NEUT,0.0676,0.1842,0.6053,0.0263,0.1842,0.0301
15763,пересідати,NEUT,0.0,0.04,0.84,0.0,0.12,0.0
15764,пересолювати,NGTV,-1.0,0.04,0.12,0.72,0.12,0.0422
15765,пересдавать,NGTV,-0.3594,0.1667,0.3627,0.3922,0.0784,0.2375
15766,перездати,NEUT,0.3457,0.36,0.39,0.15,0.1,0.2125
15767,перездача,NGTV,-1.0,0.037000000000000005,0.1481,0.7407,0.0741,0.0389
15768,перетинати,NEUT,0.0,0.0385,0.8846,0.0,0.0769,0.0
15769,перетинатися,NEUT,0.2347,0.24,0.5,0.06,0.2,0.075
15770,переселення,NEUT,0.0,0.129,0.7419,0.0645,0.0645,0.0968
15771,переселенський,NEUT,0.0,0.0,0.6667,0.037000000000000005,0.2963,0.0
15772,переселить,NEUT,0.0,0.15,0.63,0.14,0.08,0.2707
15773,переселиться,NEUT,0.1,0.2258,0.6774,0.0645,0.0323,0.0829
15774,переселяти,NEUT,0.0,0.1538,0.7692,0.0385,0.0385,0.0481
15775,переселяться,NEUT,0.0714,0.2105,0.6842,0.0,0.1053,0.0
15776,пересісти,NEUT,0.0,0.1089,0.7228,0.0891,0.0792,0.162
15777,перетин,NEUT,0.0,0.0741,0.8148,0.037000000000000005,0.0741,0.0556
15778,перетнути,NEUT,0.0357,0.1923,0.6923,0.0,0.1154,0.0
15779,перетнутися,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
15780,пересилювати,PSTV,0.6983,0.5192,0.2981,0.0962,0.0865,0.114
15781,пересилити,PSTV,0.66,0.44,0.28,0.11,0.17,0.1375
15782,пересказ,NEUT,0.1788,0.248,0.6,0.064,0.08800000000000001,0.0805
15783,переказати,NEUT,0.141,0.2232,0.5982,0.0625,0.1161,0.08
15784,переказування,NEUT,0.0806,0.2069,0.6552,0.069,0.069,0.092
15785,переказувати,NEUT,0.0,0.1154,0.8462,0.0,0.0385,0.0
15786,перескакування,NEUT,0.0,0.04,0.64,0.12,0.2,0.0533
15787,перескакувати,NEUT,0.0,0.1724,0.6897,0.069,0.069,0.0966
15788,перескочити,NEUT,0.1449,0.23,0.61,0.04,0.12,0.047
15789,пересолодити,NGTV,-0.7393,0.1569,0.2255,0.5392,0.0784,0.2025
15790,переслать,NEUT,0.0,0.1429,0.6786,0.0357,0.1429,0.0446
15791,переслащівать,NGTV,-0.6694,0.1345,0.2605,0.479,0.1261,0.1722
15792,переслухати,NEUT,0.0758,0.1881,0.604,0.1089,0.099,0.172
15793,переглядати,NEUT,0.0455,0.2222,0.7778,0.0,0.0,0.0
15794,пересміхаються,NEUT,-0.2646,0.198,0.3465,0.3663,0.0891,0.3051
15795,переглянути,NEUT,0.2444,0.2661,0.5403,0.0726,0.121,0.0924
15796,пересолити,NGTV,-1.0,0.04,0.12,0.72,0.12,0.0422
15797,пересохнути,NGTV,-0.9,0.037000000000000005,0.2222,0.6667,0.0741,0.0391
15798,переспать,NEUT,-0.0731,0.2,0.43,0.24,0.13,0.3667
15799,перестиглий,NGTV,-0.5164,0.098,0.3922,0.4118,0.098,0.1214
15800,переспорити,NEUT,-0.1202,0.2079,0.3663,0.2772,0.1485,0.3639
15801,перепитувати,NEUT,0.0,0.1333,0.7333,0.0667,0.0667,0.1
15802,перепитати,NEUT,0.0357,0.2,0.72,0.0,0.08,0.0
15803,пересварити,NGTV,-1.0,0.08,0.04,0.84,0.04,0.0876
15804,пересваритися,NGTV,-1.0,0.04,0.0,0.92,0.04,0.0417
15805,переставати,NEUT,0.0,0.1538,0.8462,0.0,0.0,0.0
15806,переставити,NEUT,0.0625,0.1935,0.6452,0.0645,0.0968,0.086
15807,переставляти,NEUT,0.1,0.2381,0.7143,0.0238,0.0238,0.0262
15808,перестановка,NEUT,0.2563,0.2941,0.5784,0.0588,0.0686,0.0706
15809,перестаратися,NGTV,-0.7696,0.0891,0.2772,0.5842,0.0495,0.1027
15810,перестати,NEUT,-0.0676,0.0588,0.6765,0.2059,0.0588,0.0756
15811,перестелить,NEUT,0.2,0.2523,0.5766,0.0811,0.0901,0.1071
15812,перепрати,NEUT,0.0693,0.2475,0.4653,0.2079,0.0792,0.3826
15813,перестраждати,NGTV,-0.3889,0.29,0.1,0.5,0.11,0.4582
15814,перебудовувати,NEUT,0.25,0.2735,0.547,0.0684,0.1111,0.0855
15815,перестраиваться,NEUT,0.0357,0.1923,0.6923,0.0385,0.0769,0.0462
15816,перестрахування,PSTV,0.6176,0.4851,0.3465,0.0594,0.1089,0.0667
15817,перестраховка,PSTV,0.619,0.5049,0.3592,0.0291,0.1068,0.0308
15818,перестрахувальник,NEUT,0.1622,0.2667,0.3238,0.181,0.2286,0.3037
15819,перестраховываться,PSTV,0.5902,0.48,0.37,0.05,0.1,0.0552
15820,перестрілка,NGTV,-1.0,0.099,0.1386,0.6832,0.0792,0.1134
15821,перестрелять,NGTV,-1.0,0.0882,0.1765,0.7059,0.0294,0.0993
15822,перебудувати,NEUT,0.25,0.28,0.56,0.08,0.08,0.1029
15823,перебудуватися,NEUT,0.2009,0.2475,0.5644,0.0792,0.1089,0.1046
15824,перестукуватися,NEUT,0.0556,0.1786,0.6071,0.0714,0.1429,0.1
15825,переступати,NEUT,-0.0567,0.1287,0.604,0.1782,0.0891,0.2217
15826,переступити,NEUT,0.0,0.1782,0.5248,0.1782,0.1188,0.3564
15827,пересушувати,NGTV,-0.6842,0.06,0.31,0.52,0.11,0.0669
15828,пересушить,NGTV,-0.8571,0.1,0.21,0.56,0.13,0.1179
15829,перерахувати,NEUT,0.1,0.2222,0.6667,0.0741,0.037000000000000005,0.0988
15830,перераховування,NEUT,0.2073,0.2762,0.619,0.0476,0.0571,0.0558
15831,перераховувати,NEUT,0.0,0.0345,0.931,0.0,0.0345,0.0
15832,перерахунок,NEUT,0.125,0.2,0.56,0.12,0.12,0.192
15833,пересилати,NEUT,0.0,0.1538,0.7308,0.0385,0.0769,0.0481
15834,пересипати,NEUT,-0.2332,0.1485,0.505,0.2772,0.0693,0.2281
15835,пересихання,NGTV,-0.7627,0.0381,0.2762,0.5714,0.1143,0.0406
15836,пересыхать,NGTV,-0.7093,0.0508,0.2881,0.5169,0.1441,0.0558
15837,перетягати,NEUT,0.0,0.125,0.6,0.1,0.175,0.18
15838,перетягування,NEUT,0.0,0.1538,0.6538,0.0,0.1923,0.0
15839,перетягувати,NEUT,0.0,0.04,0.68,0.08,0.2,0.06
15840,перетасовать,NEUT,0.0,0.0385,0.6538,0.1154,0.1923,0.0513
15841,перетасування,NEUT,0.0,0.04,0.76,0.08,0.12,0.06
15842,перетасовувати,NEUT,-0.01,0.1081,0.5946,0.1532,0.1441,0.1844
15843,перетягнути,NEUT,0.0,0.12,0.84,0.04,0.0,0.0533
15844,перетікати,NEUT,0.0,0.12,0.72,0.04,0.12,0.0533
15845,перетертися,NEUT,-0.2804,0.14,0.42,0.29,0.15,0.2076
15846,перетерпіти,NGTV,-0.3932,0.1827,0.2788,0.4038,0.1346,0.2653
15847,перетирать,NEUT,-0.0357,0.0714,0.6429,0.1786,0.1071,0.1
15848,перетрудиться,NGTV,-0.8883,0.1176,0.2059,0.598,0.0784,0.1408
15849,перевантажувати,NGTV,-1.0,0.087,0.1449,0.6667,0.1014,0.0983
15850,перетрусити,NGTV,-0.5766,0.1359,0.2913,0.4466,0.1262,0.1773
15851,перетрусити,NEUT,0.0,0.1538,0.4808,0.1538,0.2115,0.3077
15852,перти,NGTV,-0.473,0.049,0.3824,0.3529,0.2157,0.0558
15853,пертися,NGTV,-0.6964,0.0909,0.2727,0.4727,0.1636,0.1084
15854,перетягування,NEUT,0.0,0.1667,0.5196,0.1667,0.1471,0.3333
15855,перетягувати,NEUT,0.0,0.1456,0.534,0.1456,0.1748,0.2913
15856,перетягнути,NEUT,-0.1223,0.2,0.41,0.27,0.12,0.3481
15857,переконати,NEUT,0.316,0.3366,0.5644,0.0297,0.0693,0.0323
15858,переубеждать,NEUT,-0.1,0.0333,0.6,0.2,0.1667,0.0389
15859,провулок,NEUT,0.1,0.1923,0.5769,0.0385,0.1923,0.0462
15860,переулочек,NEUT,0.0769,0.2,0.64,0.04,0.12,0.048
15861,перестаратися,NGTV,-0.7619,0.14,0.25,0.54,0.07,0.1763
15862,перевстановлення,NEUT,0.0,0.1552,0.6379,0.069,0.1379,0.0996
15863,перевтомлюватися,NGTV,-0.8304,0.0792,0.2475,0.6139,0.0594,0.0894
15864,перевтома,NGTV,-1.0,0.1373,0.1373,0.6471,0.0784,0.1664
15865,перевтомлювати,NGTV,-0.9828,0.0,0.2,0.76,0.04,0.0
15866,перевтомлюватися,NGTV,-1.0,0.0333,0.1667,0.8,0.0,0.0347
15867,переучування,NEUT,-0.1261,0.1863,0.4118,0.2549,0.1471,0.3224
15868,переучувати,NEUT,-0.0197,0.19,0.47,0.2,0.14,0.3705
15869,переучуватися,NEUT,0.3128,0.35,0.39,0.16,0.1,0.2331
15870,перевчити,NEUT,0.4153,0.3564,0.4554,0.0792,0.1089,0.0968
15871,перевчитися,PSTV,0.7018,0.51,0.29,0.08,0.12,0.0925
15872,переформулировка,NEUT,0.0,0.0645,0.8387,0.0,0.0968,0.0
15873,перефразировать,NEUT,0.2563,0.2941,0.5784,0.049,0.0784,0.0572
15874,перехваліваніе,NGTV,-0.9662,0.1604,0.1698,0.6321,0.0377,0.2011
15875,перехвалювати,NGTV,-0.9,0.08,0.2,0.6,0.12,0.0907
15876,перехвалить,NGTV,-0.84,0.1748,0.165,0.5825,0.0777,0.2272
15877,перехоплення,NEUT,-0.1237,0.1485,0.495,0.2079,0.1485,0.2546
15878,перехопити,NEUT,0.0,0.1471,0.6275,0.1176,0.1078,0.2118
